Facility ID,Score,Footnote,hosp_name,state,zipcode,hosp_type,hosp_ownership,hosp_emergency_services,hosp_rating,hosp_rating_fn
100176,1.05,,PALM BEACH GARDENS MEDICAL CENTER,FL,33410,Acute Care Hospitals,Proprietary,Yes,3,
100177,1.01,,CAPE CANAVERAL HOSPITAL,FL,32932,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
100179,1.03,,MEMORIAL HOSPITAL JACKSONVILLE,FL,32216,Acute Care Hospitals,Proprietary,Yes,2,
100180,1.09,,ST PETERSBURG GENERAL HOSPITAL,FL,33710,Acute Care Hospitals,Proprietary,Yes,2,
100181,1.05,,LARKIN COMMUNITY HOSPITAL,FL,33143,Acute Care Hospitals,Proprietary,Yes,2,
100183,1.12,,CORAL GABLES HOSPITAL,FL,33134,Acute Care Hospitals,Proprietary,Yes,3,
100187,1.14,,PALMETTO GENERAL HOSPITAL,FL,33016,Acute Care Hospitals,Proprietary,Yes,3,
100189,1.04,,NORTHWEST MEDICAL CENTER,FL,33063,Acute Care Hospitals,Proprietary,Yes,2,
100191,1.02,,MEDICAL CENTER OF TRINITY,FL,34655,Acute Care Hospitals,Proprietary,Yes,2,
100200,1.07,,BROWARD HEALTH IMPERIAL POINT,FL,33308,Acute Care Hospitals,Government - Hospital District or Authority,No,3,
100204,1.00,,NORTH FLORIDA REGIONAL MEDICAL CENTER,FL,32605,Acute Care Hospitals,Proprietary,Yes,2,
100206,1.00,,MEMORIAL HOSPITAL OF TAMPA,FL,33609,Acute Care Hospitals,Proprietary,Yes,3,
100209,1.02,,KENDALL REGIONAL MEDICAL CENTER,FL,33175,Acute Care Hospitals,Proprietary,Yes,2,
100211,1.03,,ADVENTHEALTH DADE CITY,FL,33525,Acute Care Hospitals,Proprietary,Yes,2,
100212,1.02,,MARION COMMUNTIY HOSPITAL,FL,34478,Acute Care Hospitals,Proprietary,Yes,2,
100213,1.02,,BLAKE MEDICAL CENTER,FL,34209,Acute Care Hospitals,Proprietary,Yes,1,
100217,1.00,,STEWARD SEBASTIAN RIVER MEDICAL CENTER,FL,32978,Acute Care Hospitals,Proprietary,Yes,2,
100220,1.02,,GULF COAST MEDICAL CENTER LEE HEALTH,FL,33912,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
100223,1.03,,FORT WALTON BEACH MEDICAL CENTER,FL,32547,Acute Care Hospitals,Proprietary,Yes,2,
100224,1.10,,UNIVERSITY HOSPITAL AND MEDICAL CENTER,FL,33321,Acute Care Hospitals,Proprietary,Yes,2,
100226,1.04,,ORANGE PARK MEDICAL CENTER,FL,32073,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
100228,1.05,,WESTSIDE REGIONAL MEDICAL CENTER,FL,33324,Acute Care Hospitals,Proprietary,No,1,
100230,1.01,,MEMORIAL HOSPITAL PEMBROKE,FL,33024,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
100231,0.97,,WEST FLORIDA HOSPITAL,FL,32514,Acute Care Hospitals,Proprietary,Yes,3,
100232,1.02,,PUTNAM COMMUNITY MEDICAL CENTER,FL,32177,Acute Care Hospitals,Proprietary,Yes,2,
100236,0.99,,FAWCETT MEMORIAL HOSPITAL,FL,33952,Acute Care Hospitals,Proprietary,Yes,2,
100238,1.06,,NORTHSIDE HOSPITAL,FL,33709,Acute Care Hospitals,Proprietary,Yes,2,
100242,1.06,,GULF COAST REGIONAL MEDICAL CENTER,FL,32405,Acute Care Hospitals,Proprietary,Yes,2,
100243,0.97,,BRANDON REGIONAL HOSPITAL,FL,33511,Acute Care Hospitals,Proprietary,Yes,2,
100244,1.04,,CAPE CORAL HOSPITAL,FL,33990,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
100246,1.10,,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,FL,34950,Acute Care Hospitals,Proprietary,Yes,1,
100248,1.12,,LARGO MEDICAL CENTER,FL,33770,Acute Care Hospitals,Proprietary,Yes,2,
100249,1.01,,BAYFRONT HEALTH SEVEN RIVERS,FL,34428,Acute Care Hospitals,Proprietary,Yes,1,
100252,0.94,,RAULERSON HOSPITAL,FL,34972,Acute Care Hospitals,Proprietary,Yes,2,
100253,0.99,,JUPITER MEDICAL CENTER,FL,33458,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100254,0.99,,CAPITAL REGIONAL MEDICAL CENTER,FL,32308,Acute Care Hospitals,Proprietary,Yes,2,
100256,1.01,,REGIONAL MEDICAL CENTER BAYONET POINT,FL,34667,Acute Care Hospitals,Proprietary,Yes,2,
100258,1.11,,DELRAY MEDICAL CENTER,FL,33484,Acute Care Hospitals,Proprietary,Yes,2,
100259,0.98,,SOUTH BAY HOSPITAL,FL,33573,Acute Care Hospitals,Proprietary,Yes,3,
100260,1.01,,ST LUCIE MEDICAL CENTER,FL,34952,Acute Care Hospitals,Proprietary,Yes,2,
100264,1.02,,OAK HILL HOSPITAL,FL,34613,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
100265,1.06,,MORTON PLANT MEASE HEALTHCARE COUNTRYSIDE,FL,34695,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100266,0.92,,GULF BREEZE HOSPITAL,FL,32561,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5,
100267,1.02,,ENGLEWOOD COMMUNITY HOSPITAL,FL,34223,Acute Care Hospitals,Proprietary,Yes,4,
100268,1.11,,WEST BOCA MEDICAL CENTER,FL,33428,Acute Care Hospitals,Proprietary,Yes,2,
100269,1.01,,PALMS WEST HOSPITAL,FL,33470,Acute Care Hospitals,Proprietary,Yes,2,
100275,1.06,,WELLINGTON REGIONAL MEDICAL CENTER LLC,FL,33414,Acute Care Hospitals,Proprietary,Yes,1,
100276,1.07,,BROWARD HEALTH CORAL SPRINGS,FL,33065,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
100277,0.79,,DOUGLAS GARDENS HOSPITAL,FL,33137,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,16.0
100281,1.05,,MEMORIAL HOSPITAL WEST,FL,33028,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
100284,1.21,,WESTCHESTER GENERAL HOSPITAL,FL,33155,Acute Care Hospitals,Proprietary,Yes,2,
100285,1.03,,MEMORIAL HOSPITAL MIRAMAR,FL,33029,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
100286,0.98,,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,FL,34119,Acute Care Hospitals,Proprietary,Yes,2,
100287,1.09,,GOOD SAMARITAN MEDICAL CENTER,FL,33401,Acute Care Hospitals,Proprietary,Yes,2,
100288,1.13,,ST MARY'S MEDICAL CENTER,FL,33407,Acute Care Hospitals,Proprietary,Yes,2,
100289,0.97,,CLEVELAND CLINIC HOSPITAL,FL,33331,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100290,1.06,,"VILLAGES REGIONAL HOSPITAL, THE",FL,32159,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
100291,1.05,,MELBOURNE REGIONAL MEDICAL CENTER,FL,32935,Acute Care Hospitals,Proprietary,Yes,1,
100292,0.98,,SACRED HEART HOSPITAL ON THE EMERALD COAST,FL,32550,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
100296,0.99,,DOCTORS HOSPITAL,FL,33146,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
100298,Not Available,19.0,FLORIDA STATE HOSPITAL UNIT 31 MED,FL,32324,Acute Care Hospitals,Government - State,No,Not Available,19.0
100299,1.07,,LAKEWOOD RANCH MEDICAL CENTER,FL,34202,Acute Care Hospitals,Proprietary,Yes,4,
100302,0.99,,ST CLOUD REGIONAL MEDICAL CENTER,FL,34769,Acute Care Hospitals,Proprietary,Yes,2,
100307,1.00,,ASCENSION ST VINCENT'S SOUTHSIDE,FL,32216,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100313,0.90,,ASCENSION SACRED HEART GULF,FL,32456,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
100314,0.97,,WEST KENDALL BAPTIST HOSPITAL,FL,33196,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100315,1.01,,VIERA HOSPITAL,FL,32940,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
100316,1.02,,PALM BAY HOSPITAL,FL,32907,Acute Care Hospitals,Proprietary,Yes,4,
100319,0.99,,ADVENTHEALTH WESLEY CHAPEL,FL,33544,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
100320,0.96,,POINCIANA MEDICAL CENTER,FL,34758,Acute Care Hospitals,Proprietary,Yes,2,
100321,0.95,,ASCENSION ST VINCENT'S CLAY COUNTY,FL,32068,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100322,Not Available,1.0,REGIONAL GENERAL HOSPITAL WILLISTON,FL,32696,Acute Care Hospitals,Proprietary,Yes,Not Available,16.0
100329,1.05,,OVIEDO MEDICAL CENTER,FL,32765,Acute Care Hospitals,Proprietary,Yes,4,
110001,0.94,,HAMILTON MEDICAL CENTER,GA,30720,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
110002,1.05,,UPSON REGIONAL MEDICAL CENTER,GA,30286,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
110003,0.97,,MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,GA,31501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110005,0.94,,NORTHSIDE HOSPITAL FORSYTH,GA,30041,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
110006,0.95,,ST MARY'S HOSPITAL,GA,30606,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110007,0.94,,PHOEBE PUTNEY MEMORIAL HOSPITAL,GA,31703,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
110008,0.98,,NORTHSIDE HOSPITAL CHEROKEE,GA,30115,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
110010,0.95,,EMORY UNIVERSITY HOSPITAL,GA,30322,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110011,1.02,,TANNER MEDICAL CENTER - CARROLLTON,GA,30117,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
110015,0.94,,TANNER MEDICAL CENTER VILLA RICA,GA,30180,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
110016,0.99,,WELLSTAR WEST GEORGIA MEDICAL CENTER,GA,30240,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
110018,1.06,,PIEDMONT NEWTON HOSPITAL,GA,30014,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
110023,0.93,,ADVENTHEALTH GORDON,GA,30701,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
110024,1.05,,CANDLER HOSPITAL,GA,31412,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
110025,0.94,,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,GA,31520,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
110026,0.98,,ELBERT MEMORIAL HOSPITAL,GA,30635,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110027,1.05,,"TY COBB REGIONAL MEDICAL CENTER, LLC",GA,30553,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110028,1.01,,UNIVERSITY HOSPITAL,GA,30901,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
110029,0.95,,"NORTHEAST GEORGIA MEDICAL CENTER, INC",GA,30501,Acute Care Hospitals,Government - Local,Yes,3,
110030,0.93,,CARTERSVILLE MEDICAL CENTER,GA,30120,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110031,1.01,,WELLSTAR SPALDING REGIONAL HOSPITAL,GA,30223,Acute Care Hospitals,Proprietary,Yes,2,
110032,0.91,,STEPHENS COUNTY HOSPITAL,GA,30577,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110034,1.02,,AU Medical Center,GA,30912,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1,
110035,0.97,,WELLSTAR KENNESTONE HOSPITAL,GA,30060,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110036,1.04,,MEMORIAL UNIVERSITY MEDICAL CENTER,GA,31404,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1,
110038,1.01,,JOHN D ARCHBOLD MEMORIAL HOSPITAL,GA,31792,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
110040,0.95,,NORTHRIDGE MEDICAL CENTER,GA,30529,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110041,1.00,,HABERSHAM COUNTY MEDICAL CTR,GA,30535,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110042,0.92,,WELLSTAR PAULDING HOSPITAL,GA,30141,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
110043,1.01,,ST JOSEPH'S HOSPITAL - SAVANNAH,GA,31419,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110044,0.94,,PHOEBE SUMTER MEDICAL CENTER,GA,31719,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
110045,0.86,,BARROW REGIONAL MEDICAL CENTER,GA,30680,Acute Care Hospitals,Proprietary,Yes,3,
110046,0.92,,PIEDMONT WALTON HOSPITAL,GA,30655,Acute Care Hospitals,Proprietary,Yes,1,
110050,0.80,,ADVENTHEALTH MURRAY,GA,30705,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
110051,0.94,,UNION GENERAL HOSPITAL,GA,30512,Acute Care Hospitals,Government - Hospital District or Authority,Yes,5,
110054,1.01,,FLOYD MEDICAL CENTER,GA,30162,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
110064,1.05,,PIEDMONT COLUMBUS REGIONAL MIDTOWN,GA,31901,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1,
110069,0.99,,HOUSTON MEDICAL CENTER,GA,31093,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110071,0.96,,APPLING HOSPITAL,GA,31513,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Not Available,16.0
110073,0.90,,DORMINY MEDICAL CENTER,GA,31750,Acute Care Hospitals,Government - Local,Yes,3,
110074,0.96,,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,GA,30606,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
110075,1.02,,EAST GEORGIA REGIONAL MEDICAL CENTER,GA,30458,Acute Care Hospitals,Proprietary,Yes,2,
110076,1.04,,EMORY DECATUR HOSPITAL,GA,30033,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
110078,0.98,,EMORY UNIVERSITY HOSPITAL MIDTOWN,GA,30308,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110079,0.98,,GRADY MEMORIAL HOSPITAL,GA,30303,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
110082,0.95,,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",GA,30342,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
110083,0.96,,PIEDMONT HOSPITAL,GA,30309,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
110086,0.81,,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,GA,31082,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110087,0.96,,NORTHSIDE HOSPITAL GWINNETT,GA,30045,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110089,0.96,,"COFFEE REGIONAL MEDICAL CENTER, INC",GA,31533,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
110091,0.99,,PIEDMONT ROCKDALE HOSPITAL,GA,30012,Acute Care Hospitals,Proprietary,No,1,
110092,1.00,,DODGE COUNTY HOSPITAL,GA,31023,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110095,0.93,,TIFT REGIONAL MEDICAL CENTER,GA,31793,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110100,0.87,,JEFFERSON HOSPITAL,GA,30434,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
110101,0.85,,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,GA,31620,Acute Care Hospitals,Proprietary,Yes,Not Available,16.0
110104,0.90,,CRISP REGIONAL HOSPITAL,GA,31015,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110105,1.00,,COLQUITT REGIONAL MEDICAL CENTER,GA,31768,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110107,1.05,,"MEDICAL CENTER, NAVICENT HEALTH (THE)",GA,31201,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
110109,0.87,,EMANUEL MEDICAL CENTER,GA,30401,Acute Care Hospitals,Government - Hospital District or Authority,Yes,5,
110111,0.99,,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,GA,30824,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110113,1.00,,BURKE MEDICAL CENTER,GA,30830,Acute Care Hospitals,Proprietary,Yes,Not Available,16.0
110115,1.03,,WELLSTAR ATLANTA MEDICAL CENTER,GA,30312,Acute Care Hospitals,Proprietary,Yes,1,
110121,0.93,,GRADY GENERAL HOSPITAL,GA,39828,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110122,0.98,,SOUTH GEORGIA MEDICAL CENTER,GA,31602,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
110124,0.99,,WAYNE MEMORIAL HOSPITAL,GA,31545,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110125,0.96,,FAIRVIEW PARK HOSPITAL,GA,31021,Acute Care Hospitals,Proprietary,Yes,4,
110128,0.98,,MEADOWS REGIONAL MEDICAL CENTER,GA,30474,Acute Care Hospitals,Proprietary,Yes,2,
110129,1.02,,ST FRANCIS HOSPITAL- EMORY HEALTHCARE,GA,31995,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
110130,0.83,,IRWIN COUNTY HOSPITAL,GA,31774,Acute Care Hospitals,Government - Hospital District or Authority,No,Not Available,16.0
110132,0.86,,MEMORIAL HOSPITAL AND MANOR,GA,39819,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
110135,1.07,,TAYLOR REGIONAL HOSPITAL,GA,31036,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110142,0.80,,EVANS MEMORIAL HOSPITAL,GA,30417,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
110143,1.00,,WELLSTAR COBB HOSPITAL,GA,30106,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
110146,0.89,,SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,GA,31558,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
110150,0.97,,NAVICENT HEALTH BALDWIN,GA,31061,Acute Care Hospitals,Proprietary,Yes,3,
110153,0.95,,PERRY HOSPITAL,GA,31069,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
110161,0.98,,NORTHSIDE HOSPITAL,GA,30342,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110164,0.99,,"COLISEUM MEDICAL CENTERS, LLC, DBA",GA,31217,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110165,0.95,,SOUTHERN REGIONAL MEDICAL CENTER,GA,30274,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
110168,0.93,,REDMOND REGIONAL MEDICAL CENTER,GA,30165,Acute Care Hospitals,Proprietary,Yes,4,
110177,0.98,,DOCTORS HOSPITAL,GA,30909,Acute Care Hospitals,Proprietary,Yes,2,
110184,0.95,,WELLSTAR DOUGLAS HOSPITAL,GA,30134,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
110189,0.93,,FANNIN REGIONAL HOSPITAL,GA,30513,Acute Care Hospitals,Proprietary,Yes,4,
110190,Not Available,1.0,FLINT RIVER COMMUNITY HOSPITAL,GA,31063,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,16.0
110191,0.99,,PIEDMONT HENRY HOSPITAL,GA,30281,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
110192,1.02,,EASTSIDE MEDICAL CENTER,GA,30078,Acute Care Hospitals,Proprietary,Yes,2,
110194,0.76,,DONALSONVILLE HOSPITAL INC,GA,39845,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
110198,0.98,,WELLSTAR NORTH FULTON HOSPITAL,GA,30076,Acute Care Hospitals,Proprietary,Yes,2,
110200,0.97,,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,GA,31909,Acute Care Hospitals,Proprietary,No,3,
110201,0.99,,COLISEUM NORTHSIDE HOSPITAL,GA,31210,Acute Care Hospitals,Proprietary,Yes,4,
110209,1.24,,TURNING POINT HOSPITAL,GA,31788,Acute Care Hospitals,Proprietary,No,Not Available,16.0
110215,0.96,,PIEDMONT FAYETTE HOSPITAL,GA,30214,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
110225,0.93,,PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,30143,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
110226,0.97,,EMORY HILLANDALE HOSPITAL,GA,30058,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
110229,0.98,,"PIEDMONT NEWNAN HOSPITAL, INC",GA,30265,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
110230,0.93,,EMORY JOHNS CREEK HOSPITAL,GA,30097,Acute Care Hospitals,Proprietary,Yes,4,
110233,1.17,,SOUTHEASTERN REGIONAL MEDICAL CENTER,GA,30265,Acute Care Hospitals,Proprietary,No,3,
110234,1.03,,SGMC BERRIEN CAMPUS,GA,31639,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Not Available,16.0
110236,0.92,,CHI MEMORIAL HOSPITAL- GEORGIA,GA,30742,Acute Care Hospitals,Proprietary,Yes,Not Available,16.0
110237,Not Available,5.0,NORTHEAST GEORGIA MEDICAL CENTER LUMPKIN,GA,30533,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Not Available,5.0
120001,0.96,,THE QUEENS MEDICAL CENTER,HI,96813,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
120002,0.88,,MAUI MEMORIAL MEDICAL CENTER,HI,96793,Acute Care Hospitals,Government - State,No,4,
120004,0.90,,WAHIAWA GENERAL HOSPITAL,HI,96786,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
120005,0.93,,HILO MEDICAL CENTER,HI,96720,Acute Care Hospitals,Government - State,Yes,3,
120006,0.89,,ADVENTIST HEALTH CASTLE,HI,96734,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
120007,0.99,,KUAKINI MEDICAL CENTER,HI,96817,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
120011,0.81,,KAISER FOUNDATION HOSPITAL,HI,96819,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,17.0
120014,0.86,,WILCOX MEMORIAL HOSPITAL,HI,96766,Acute Care Hospitals,Government - Federal,Yes,4,
120019,0.88,,KONA COMMUNITY HOSPITAL,HI,96750,Acute Care Hospitals,Government - State,Yes,3,
120022,0.97,,STRAUB CLINIC AND HOSPITAL,HI,96813,Acute Care Hospitals,Proprietary,Yes,5,
120026,0.95,,PALI MOMI MEDICAL CENTER,HI,96701,Acute Care Hospitals,Proprietary,Yes,5,
120028,0.95,,NORTH HAWAII COMMUNITY HOSPITAL,HI,96743,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
130002,0.95,,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,83301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
130003,0.98,,ST JOSEPH REGIONAL MEDICAL CENTER,ID,83501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
130006,0.93,,ST LUKE'S REGIONAL MEDICAL CENTER,ID,83712,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
130007,0.97,,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,83706,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
130013,0.90,,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,83687,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
130014,0.94,,WEST VALLEY MEDICAL CENTER,ID,83605,Acute Care Hospitals,Proprietary,Yes,4,
130018,1.02,,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,83404,Acute Care Hospitals,Proprietary,Yes,4,
130025,1.00,,MADISON MEMORIAL HOSPITAL,ID,83440,Acute Care Hospitals,Government - Local,Yes,4,
130028,0.96,,PORTNEUF MEDICAL CENTER,ID,83201,Acute Care Hospitals,Proprietary,Yes,5,
130049,1.02,,KOOTENAI HEALTH,ID,83814,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
130063,0.88,,TREASURE VALLEY HOSPITAL,ID,83704,Acute Care Hospitals,Proprietary,No,Not Available,16.0
130065,0.99,,MOUNTAIN VIEW HOSPITAL,ID,83404,Acute Care Hospitals,Physician,No,5,
130066,0.93,,NORTHWEST SPECIALTY HOSPITAL,ID,83854,Acute Care Hospitals,Proprietary,No,Not Available,16.0
130071,0.92,,ST LUKE'S NAMPA MEDICAL CENTER,ID,83687,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
130073,Not Available,5.0,GROVE CREEK MEDICAL CENTER,ID,83221,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,5.0
140001,0.95,,GRAHAM HOSPITAL ASSOCIATION,IL,61520,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
140002,0.92,,ALTON MEMORIAL HOSPITAL,IL,62002,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
140007,1.11,,PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,60435,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
140008,1.04,,GOTTLIEB MEMORIAL HOSPITAL,IL,60160,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
140010,1.02,,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,60201,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
140011,1.01,,SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL,IL,62948,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
140012,0.90,,KATHERINE SHAW BETHEA HOSPITAL,IL,61021,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
140013,0.95,,PROCTOR HOSPITAL,IL,61614,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
